PROVINCIA;LOCALITA;TIPOLOGIA;TIPOLOGIA SECONDARIA;STELLE;DENOMINAZIONE;INDIRIZZO;NUMERO CIVICO;INTERNO;CAP;TELEFONO;FAX;EMAIL;SITO WEB;ZONA;ACCESSO AI DISABILI;PISCINA;PISCINA COPERTA;RISTORANTE;PARCHEGGIO;SALA CONFERENZE;ARIA CONDIZIONATA;GIOCHI BIMBI;SAUNA;SOLARIUM;FITNESS;ANIMALI AMMESSI;CENTRO STORICO;ZONA FIERA;LAGO;AEROPORTO;AUTOSTRADA;IMPIANTI RISALITA;STAZIONE FS;MARE;TERMALE;PERIFERIA;COLLINARE;INGLESE;FRANCESE;TEDESCO;SPAGNOLO;CHIUSURA TEMPORANEA;ALTRI SERVIZI;DATA ULTIMA MODIFICA;NUOVA CLASSIFICAZIONE LR11;COMUNE;CATEGORIA;CODICE IDENTIFICATIVO
VENEZIA;MESTRE;BED AND BREAKFAST;;;B&B LIU;VIA PIAVE;161 B PIANO 7 N°12;;30171;3778262017;0418652416;;1942995-88799.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;tv - internet;30/11/2015;;VENEZIA;;57163
VENEZIA;;BED AND BREAKFAST;;;VERDE QUIETE;VIA VETREGO;57;;30035;041436748;;bbverdequiete@gmail.com;www.verdequietebb.it;venezia;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;INTERNET;22/12/2015;3 Leoni;MIRANO;;57242
VENEZIA;;ALBERGO;Albergo;4 **** SUPERIOR;CORTE DI GABRIELA;S. MARCO 3836-3837;;;30100;0415235077;0412413339;info@cortedigabriela.com;www.cortedigabriela.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;;01/02/2018;4 **** SUPERIOR;VENEZIA;;57620
VENEZIA;;AGRITURISMO;;;LION LORELLA;VIA FORNASOTTO;23/B;;30016;0421363420;0421363420;;;jesolo-eraclea;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;06/02/2015;;JESOLO;;57622
VENEZIA;;AGRITURISMO;;;IL MARTIN PESCATORE;VIA VALLE TAGLI;1;;30020;;;;;jesolo-eraclea;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;06/02/2015;;ERACLEA;;57743
VENEZIA;;BED AND BREAKFAST;;;ANTIQUE HOUSE VENEZIA;DORSODURO;1348;;30123;3899563459;;mohammad.husseini20@gmail.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;21/12/2012;;VENEZIA;;58260
VENEZIA;LIDO DI VENEZIA;BED AND BREAKFAST;;;ALLIOLI;VIA ALDO MANUZIO;6;;30126;3462151161;;booking.venice@gmail.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;14/11/2017;2 Leoni;VENEZIA;;59000
VENEZIA;;BED AND BREAKFAST;;;CA' CORONA;CASTELLO;4464;;30122;0412412824;;stefanobiasutti@live.it;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;29/06/2017;2 Leoni;VENEZIA;;59040
VENEZIA;;BED AND BREAKFAST;;;AI TRE SCALINI;CANNAREGIO;2967;;30121;041717032 - 3494231119;;aitrescalinivenezia@libero.it;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;WI FI;17/05/2018;3 Leoni;VENEZIA;;59041
VENEZIA;;ALBERGO;Albergo;3 ***;HOTEL CORTE CONTARINA DEPENDANCE;CASTELLO 1956/7;;;30100;0412778533;0412770968;info@hotelcortecontarina.com;www.hotelcortecontarina.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;;13/02/2018;3 ***;VENEZIA;;59280
VENEZIA;;ALBERGO;Albergo;3 *** SUPERIOR;SOGNO DI GIULIETTA E ROMEO;S POLO;1858;;30100;041 714955;041 714955;INFO@SOGNODIGIULIETTAEROMEO.COM;WWW.SOGNODIGIULIETTAEROMEO.COM;venezia;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;;01/02/2018;3 *** SUPERIOR;VENEZIA;;59281
VENEZIA;;BED AND BREAKFAST;;;B&B HAPPY GREEN;VIA CAVIN DI SALA;265/3;;30035;041487148;;happygreenvenice@gmail.com;www.happygreenvenice.eu;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;;17/08/2016;2 Leoni;MIRANO;;59320
VENEZIA;;BED AND BREAKFAST;;;B&B AMADEUS;CASTELLO;5881;;30122;3490093866;;monicamadeus@outlook.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;10/12/2015;;VENEZIA;;59323
VENEZIA;MESTRE;BED AND BREAKFAST;;;VENICE ART DESIGN LUXURY B&B;VIA OSPEDALE;43/A;;30174;3292985879;;info@veniceartdesignbb.com;www.veniceartdesignbb.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;17/05/2016;5 Leoni;VENEZIA;;59381
VENEZIA;;AGRITURISMO;;;MORANDI DAVIDE;VIA Cavarzere;28;;30010;;;info@cortebonicella.it;;chioggia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;17/06/2015;;CONA;;59446
VENEZIA;;AGRITURISMO;;;AGRITURISMO COLOMBERA;VIA COLOMBERA;4/A;;30020;;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;05/02/2015;;QUARTO D'ALTINO;;59447
VENEZIA;;BED AND BREAKFAST;;;B&B MARTA;Via G. Boccaccio;3;;30026;3487389907;;bnbmarta@gmail.com;www.bbmarta.com;caorle;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;;29/12/2016;2 Leoni;PORTOGRUARO;;61450
VENEZIA;LIDO DI VENEZIA;BED AND BREAKFAST;;;B&B CASA ROBINIG;VIA FAMAGOSTA;12;;30126;0410995245 - 3459819305 0412420200;;monicarobinig@gmail.com;WWW.CASAROBINIG.IT;venezia;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;;01/06/2018;3 Leoni;VENEZIA;;61452
VENEZIA;MESTRE;BED AND BREAKFAST;;;SOLARE B&B;VIA GIAN BATTISTA PIRANESI;17/A;;30100;0418020081 - 3292919469;;mnigris@gmail.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;07/11/2017;2 Leoni;VENEZIA;;61453
VENEZIA;;ALBERGO;Albergo;3 ***;DO CIACOLE IN RELAIS;V. MALPAGA 116;;;30034;"3384551429;0414265210";0415600748;info@dociacoleinrelais.it;www.dociacole.relais.it;venezia;Vero;Falso;Falso;Vero;Vero;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;;17/06/2016;3 ***;MIRA;;61760
VENEZIA;;ALBERGO;Albergo;4 **** SUPERIOR;HOTEL AI REALI;CASTELLO 5527;;;30100;0412410253;0412415562;info@aireali.com;www.hotelaireali.com;venezia;Falso;Vero;Vero;Vero;Falso;Falso;Vero;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;ESTETICA CENTRO BENESSERE;09/02/2016;4 **** SUPERIOR;VENEZIA;;61761
VENEZIA;;AGRITURISMO;;;CORTE DELLE MUNEGHE;VIA CHIESA;4;;30030;041.8949097  335.6502147;041.8949097;;www.cortedelemuneghe.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;15/03/2018;;FOSSO';;61783
VENEZIA;;AGRITURISMO;;;ZILIOTTO PAOLO;VIA NOIARE LOC. SUMMAGA;57;;30026;;;;;caorle;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;25/02/2014;;PORTOGRUARO;;61785
VENEZIA;;BED AND BREAKFAST;;;B&B VENICE BIG ROOMS;VIA CA' SOLARO - FAVARO V.TO;59;;30173;0415010687;0415010687;info@bbvenicebigrooms.it;www.venicebigrooms.it;venezia;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;TV IN CAMERA;23/01/2013;;VENEZIA;;62762
VENEZIA;;BED AND BREAKFAST;;;PAVAROTTI B&B;CANNAREGIO;1954/B;;30121;366-4142317;;LI83QIFENG@ICLOUD.COM;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;11/09/2017;2 Leoni;VENEZIA;;63407
VENEZIA;PUNTA SABBIONI;BED AND BREAKFAST;;;CA' SURIAN BED AND BREAKFAST;Via Carso;27/A;;30013;3494552278;;sorymeli@libero.it;;cavallino;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;20/07/2016;2 Leoni;CAVALLINO TREPORTI;;63411
VENEZIA;;AGRITURISMO;;;CAMPOVERDE;VIA S. PELLICO;67;;30010;;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;04/03/2014;;CAMPONOGARA;;63532
VENEZIA;;AGRITURISMO;;;MARZANINO;VIA STAFFOLO;120;;30020;3357294427;;;;jesolo-eraclea;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;02/10/2013;;TORRE DI MOSTO;;63533
VENEZIA;MESTRE;BED AND BREAKFAST;;;B&B METI;VIALE VENEZIA;1/A;;30171;041924898;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;06/05/2014;;VENEZIA;;64082
VENEZIA;MESTRE;BED AND BREAKFAST;;;B&B RITA;VIALE VENEZIA;1/A;;30171;041924898;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;06/05/2014;;VENEZIA;;64083
VENEZIA;;BED AND BREAKFAST;;;ANGELO VENICE;SAN POLO;1464;;30100;349-5132742;;angelovenicehome@libero.it;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;03/07/2014;;VENEZIA;;64681
VENEZIA;;BED AND BREAKFAST;;;HOUSE GARDEN VENEZIA;VIA S.QUASIMODO;27;;30020;3335377915;;info@housegardenvenezia.it;www.housegardenvenezia.it;venezia;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;04/04/2017;3 Leoni;MARCON;;65080
VENEZIA;;BED AND BREAKFAST;;;IL GIARDINO DI GIULIA;SANTA CROCE;965;;30135;041710412;041710412;venezia@ilgiardinodigiulia.com;www.ilgiardinodigiulia.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;INTERNET;08/06/2018;2 Leoni;VENEZIA;;65082
VENEZIA;;BED AND BREAKFAST;;;B&B DA NINA AL CAMPO DELLA LANA;SANTA CROCE;573;;30135;0415242634;;danina.venezia@gmail.com;www.bbdaninavenezia.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;04/06/2018;2 Leoni;VENEZIA;;65282
VENEZIA;;BED AND BREAKFAST;;;PALAZZETTO 113;DORSODURO;113;;30100;0415231791;;info@palazzetto113.it;www.palazzetto113.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;;05/02/2018;4 Leoni;VENEZIA;;65283
VENEZIA;;BED AND BREAKFAST;;;ALMAR;SANTA CROCE;2317;;30135;041721671;;bedandbreakfast.almar.venezia@gmail.com;www.bedandbreakfast-almar-venezia.blogspot.it/;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;19/05/2014;;VENEZIA;;65661
VENEZIA;;AGRITURISMO;;;NONNA RINA;VIA G. LEOPARDI;;;30020;414568275;;;agriturismononnarina.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;17/03/2014;;MARCON;;65815
VENEZIA;MESTRE;BED AND BREAKFAST;;;PARADISO B&B;VIA CA' MARCELLO;4;;30172;3277683449;;INFO@PARADISOVENEZIA.IT;www.paradisovenezia.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;14/07/2017;2 Leoni;VENEZIA;;66501
VENEZIA;;BED AND BREAKFAST;;;AQUA B;CASTELLO;5504/A;;30122;0412413434;0412419181;info@aquab.net;www.aquab.net;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;;16/05/2018;3 Leoni;VENEZIA;;66502
VENEZIA;;BED AND BREAKFAST;;;VILLAURORA;VIA LUSORE;62;;30034;041428821;041428821;samuel.rigon@gmail.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;;07/05/2013;;MIRA;;68694
VENEZIA;;BED AND BREAKFAST;;;D.D. 93;DORSODURO - RIO TERA' DEI SALONI;93;;30100;3480711529;;alex.brozzi@gmail.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;05/06/2018;3 Leoni;VENEZIA;;68697
VENEZIA;;BED AND BREAKFAST;;;VENICE GOLD;CASTELLO;3260;;30122;3282094718;;tutank79@gmail.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;25/06/2013;;VENEZIA;;68800
VENEZIA;;BED AND BREAKFAST;;;MEDOACVS BED AND BREAKFAST;VIA RIVIERA DEL BRENTA;9;;30032;327-3376607;;info@medoacvs.it;www.medoacvs.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;07/01/2016;5 Leoni;FIESSO D'ARTICO;;69140
VENEZIA;;BED AND BREAKFAST;;;B&B IN VENICE BACK TO SAN MARCO;CASTELLO;4500;;30122;0412960262     338-2955457;;fiorellaborsetto@libero.it;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;08/06/2018;2 Leoni;VENEZIA;;69141
VENEZIA;;AGRITURISMO;;;AZIENDA AGRITURISTICA SINCELLI;Strada. Sincielli;4  S. Giorgio di Livenza;;30200;0421/290216;0421 290216;agriturismosincelli@gmail.com;;caorle;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;01/04/2015;;CAORLE;;69662
VENEZIA;BIBIONE;AGRITURISMO;;;AL CANTON;VIA MALAMOCCO;14;;30028;3355463753;;INFO@AGRITURISMOALCANTON.IT;WWW.AGRITURISMOALCANTON.IT;bibione;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;05/02/2015;;SAN MICHELE AL TAGLIAMENTO;;69663
VENEZIA;;BED AND BREAKFAST;;;UNA FINESTRA SUL FIUME;RIVIERA MATTEOTTI;103;;30034;331 4195593;;simo-viola@live.it;www.unafinestrasulfiume.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;21/07/2016;4 Leoni;MIRA;;69800
VENEZIA;;FORESTERIA;;;RESIDENZA UNIVERSITARIA EX JUNGHANS CORPO C2 - C1B;GIUDECCA;393-394;;30123;0415210801;0412411210;benefici@esuvenezia.it;www.esuvenezia.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;06/08/2015;;VENEZIA;;69802
VENEZIA;MESTRE;BED AND BREAKFAST;;;CORTE DI VENEZIA;VIA BRENDOLE;6;;30174;;;cortedivenezia@gmail.com;www.veniceapartment.it;venezia;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;;04/06/2018;2 Leoni;VENEZIA;;70524
VENEZIA;;ALBERGO;Albergo;5 ***** lusso;AMAN CANAL GRANDE VENICE;S. POLO 1364-1365;;;30100;0412707333;0412707555;AMANCANALGRANDEVENICE@AMANRESORTS.COM;;venezia;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;09/02/2018;5 ***** lusso;VENEZIA;;71391
VENEZIA;;ALBERGO;Albergo;4 ****;PALAZZETTO MADONNA;S. POLO 2902;2902;;30100;0415246781;0412449108;info@palazzettomadonna.it;www.palazzettomadonna.it;venezia;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;;09/04/2018;4 ****;VENEZIA;;71394
VENEZIA;MARGHERA;ALBERGO;Albergo;3 ***;ALBERGO AUTOESPRESSO;V. FRATELLI BANDIERA;34/36;;30100;041935232;;INFO@HOTELAUTOESPRESSO.COM;WWW.HOTELAUTOESPRESSO.COM;venezia;Vero;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;;11/04/2016;3 ***;VENEZIA;;71424
VENEZIA;;BED AND BREAKFAST;;;CHIOGGIA BRIDGES;Calle Ponte Zitelle Vecchie;717;;30015;3405883654;041402403;oldchioggia@gmail.com;chioggiabridge.mysufersite.it/;chioggia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;WIFI;05/05/2016;4 Leoni;CHIOGGIA;;71425
VENEZIA;;ALTRA RICETTIVITA';Centro soggiorno studi;;LA COMPAGNIA DELLA VELA;Isola di San Giorgio Maggiore;5;;30100;0415200884;;segreteria@compvela.com;;venezia;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;02/02/2018;3 Leoni;VENEZIA;;71430
VENEZIA;LIDO DI VENEZIA;AGRITURISMO;;;LE VALLI DI PELLESTRINA;STRADA DEI MURAZZI;1/A;;30100;;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;22/11/2016;;VENEZIA;;72282
VENEZIA;;BED AND BREAKFAST;;;B&B MICHELANGELO;DORSODURO;1439/A;;30123;3472972780;;michelangelo.ravagnan@gmail.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;14/04/2017;3 Leoni;VENEZIA;;72761
VENEZIA;MESTRE;ALBERGO;Albergo;2 **;HOTEL GRONDA LAGUNARE;V. ORLANDA 256/A;;;30100;041943335;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;30/05/2017;2 **;VENEZIA;;73420
VENEZIA;;BED AND BREAKFAST;;;B&B VENICE & VENICE;CANNAREGIO;5508;;30121;349 1768368;;veniceandvenice@gmail.com;www.bb-veniceandvenice.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;wi-fi internet;01/06/2017;3 Leoni;VENEZIA;;74065
VENEZIA;;BED AND BREAKFAST;;;CASA NONNA BRUNA;VIA DON GIUSEPPE GRANZO;14;;30034;041 4265961   331 1137151;;info@casanonnabruna.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;biciclette a disposizione, mappe per percorsi ciclabili;18/07/2016;3 Leoni;MIRA;;74081
VENEZIA;;BED AND BREAKFAST;;;CA' DELL'ARTE;SAN MARCO;3286;;30124;041-0988073;041-0988074;info@cadellarte.com;WWW.CADELLARTE.COM;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;;12/06/2018;2 Leoni;VENEZIA;;75680
